Start= Hong Kong, Goal= JFK, Date= 11/07/19, Time= 01:27:00, Changes= 1, Duration= 9, Cost= 622
Start= Düsseldorf, Goal= JFK, Date= 11/11/19, Time= 10:38:00, Changes= 1, Duration= 10, Cost= 526
Start= Hong Kong, Goal= Düsseldorf, Date= 11/11/19, Time= 04:35:00, Changes= 4, Duration= 16, Cost= 415
Start= Hong Kong, Goal= NewArk, Date= 11/11/19, Time= 21:58:00, Changes= 2, Duration= 9, Cost= 474
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 04:52:00, Changes= 3, Duration= 15, Cost= 350
Start= NewArk, Goal= Düsseldorf, Date= 11/11/19, Time= 04:49:00, Changes= 1, Duration= 8, Cost= 444
Start= Hong Kong, Goal= JFK, Date= 11/11/19, Time= 09:10:00, Changes= 2, Duration= 14, Cost= 386
Start= JFK, Goal= Düsseldorf, Date= 11/11/19, Time= 02:42:00, Changes= 0, Duration= 9, Cost= 665
Start= Hong Kong, Goal= Düsseldorf, Date= 11/11/19, Time= 14:47:00, Changes= 1, Duration= 10, Cost= 545
Start= Hong Kong, Goal= NewArk, Date= 11/11/19, Time= 09:42:00, Changes= 4, Duration= 20, Cost= 371
Start= NewArk, Goal= Hong Kong, Date= 11/11/19, Time= 02:33:00, Changes= 1, Duration= 10, Cost= 602
Start= Hong Kong, Goal= Düsseldorf, Date= 11/11/19, Time= 17:39:00, Changes= 2, Duration= 15, Cost= 509
Start= Hong Kong, Goal= JFK, Date= 11/11/19, Time= 11:43:00, Changes= 4, Duration= 21, Cost= 163
Start= NewArk, Goal= Hong Kong, Date= 11/11/19, Time= 01:29:00, Changes= 5, Duration= 13, Cost= 300
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 13:59:00, Changes= 3, Duration= 18, Cost= 297
Start= Hong Kong, Goal= JFK, Date= 11/11/19, Time= 18:03:00, Changes= 3, Duration= 17, Cost= 372
Start= Hong Kong, Goal= JFK, Date= 11/11/19, Time= 23:03:00, Changes= 4, Duration= 21, Cost= 229
Start= Hong Kong, Goal= JFK, Date= 11/11/19, Time= 19:44:00, Changes= 5, Duration= 17, Cost= 246
Start= NewArk, Goal= Hong Kong, Date= 11/11/19, Time= 06:59:00, Changes= 5, Duration= 23, Cost= 237
Start= Hong Kong, Goal= Düsseldorf, Date= 11/11/19, Time= 07:20:00, Changes= 2, Duration= 13, Cost= 510
Start= JFK, Goal= Hong Kong, Date= 11/11/19, Time= 13:59:00, Changes= 1, Duration= 9, Cost= 521
Start= Hong Kong, Goal= Düsseldorf, Date= 11/11/19, Time= 08:51:00, Changes= 0, Duration= 7, Cost= 680
Start= Hong Kong, Goal= NewArk, Date= 11/11/19, Time= 08:48:00, Changes= 0, Duration= 7, Cost= 608
Start= Hong Kong, Goal= Düsseldorf, Date= 11/11/19, Time= 22:33:00, Changes= 1, Duration= 9, Cost= 512
Start= Hong Kong, Goal= NewArk, Date= 11/11/19, Time= 00:47:00, Changes= 1, Duration= 10, Cost= 466
Start= Hong Kong, Goal= JFK, Date= 11/11/19, Time= 06:46:00, Changes= 2, Duration= 11, Cost= 555
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 19:28:00, Changes= 3, Duration= 11, Cost= 321
Start= JFK, Goal= Hong Kong, Date= 11/11/19, Time= 11:42:00, Changes= 1, Duration= 12, Cost= 631
Start= JFK, Goal= Hong Kong, Date= 11/11/19, Time= 22:23:00, Changes= 4, Duration= 12, Cost= 440
Start= Hong Kong, Goal= NewArk, Date= 11/11/19, Time= 23:19:00, Changes= 1, Duration= 10, Cost= 471
Start= Hong Kong, Goal= NewArk, Date= 11/11/19, Time= 03:47:00, Changes= 5, Duration= 22, Cost= 281
Start= NewArk, Goal= Düsseldorf, Date= 11/11/19, Time= 10:15:00, Changes= 4, Duration= 12, Cost= 195
Start= Hong Kong, Goal= JFK, Date= 11/11/19, Time= 22:19:00, Changes= 2, Duration= 13, Cost= 388
Start= Hong Kong, Goal= Düsseldorf, Date= 11/11/19, Time= 08:53:00, Changes= 3, Duration= 16, Cost= 377
Start= JFK, Goal= Düsseldorf, Date= 11/11/19, Time= 11:03:00, Changes= 2, Duration= 10, Cost= 420
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 16:26:00, Changes= 0, Duration= 9, Cost= 678
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 08:23:00, Changes= 4, Duration= 21, Cost= 385
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 11:48:00, Changes= 3, Duration= 17, Cost= 458
Start= JFK, Goal= Düsseldorf, Date= 11/11/19, Time= 07:27:00, Changes= 3, Duration= 11, Cost= 321
Start= NewArk, Goal= Düsseldorf, Date= 11/11/19, Time= 09:18:00, Changes= 0, Duration= 8, Cost= 565
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 17:43:00, Changes= 4, Duration= 16, Cost= 386
Start= Hong Kong, Goal= Düsseldorf, Date= 11/11/19, Time= 12:35:00, Changes= 4, Duration= 20, Cost= 286
Start= Hong Kong, Goal= Düsseldorf, Date= 11/11/19, Time= 15:22:00, Changes= 1, Duration= 10, Cost= 472
Start= NewArk, Goal= Düsseldorf, Date= 11/11/19, Time= 07:50:00, Changes= 2, Duration= 14, Cost= 352
Start= Hong Kong, Goal= NewArk, Date= 11/11/19, Time= 16:12:00, Changes= 5, Duration= 24, Cost= 332
Start= NewArk, Goal= Hong Kong, Date= 11/11/19, Time= 23:11:00, Changes= 3, Duration= 11, Cost= 319
Start= Hong Kong, Goal= Düsseldorf, Date= 11/11/19, Time= 01:43:00, Changes= 2, Duration= 15, Cost= 423
Start= JFK, Goal= Düsseldorf, Date= 11/11/19, Time= 15:49:00, Changes= 0, Duration= 8, Cost= 523
Start= NewArk, Goal= Hong Kong, Date= 11/11/19, Time= 22:50:00, Changes= 2, Duration= 15, Cost= 385
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 02:24:00, Changes= 0, Duration= 7, Cost= 594
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 16:33:00, Changes= 5, Duration= 23, Cost= 187
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 10:44:00, Changes= 1, Duration= 11, Cost= 574
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 17:29:00, Changes= 1, Duration= 12, Cost= 466
Start= Hong Kong, Goal= JFK, Date= 11/11/19, Time= 09:20:00, Changes= 0, Duration= 7, Cost= 577
Start= Hong Kong, Goal= Düsseldorf, Date= 11/11/19, Time= 13:37:00, Changes= 3, Duration= 12, Cost= 388
Start= NewArk, Goal= Düsseldorf, Date= 11/11/19, Time= 10:00:00, Changes= 2, Duration= 10, Cost= 328
Start= Hong Kong, Goal= Düsseldorf, Date= 11/11/19, Time= 05:51:00, Changes= 0, Duration= 7, Cost= 535
Start= JFK, Goal= Düsseldorf, Date= 11/11/19, Time= 01:48:00, Changes= 5, Duration= 18, Cost= 288
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 10:58:00, Changes= 3, Duration= 18, Cost= 440
Start= NewArk, Goal= Hong Kong, Date= 11/11/19, Time= 00:37:00, Changes= 4, Duration= 12, Cost= 315
Start= JFK, Goal= Düsseldorf, Date= 11/11/19, Time= 06:56:00, Changes= 5, Duration= 13, Cost= 370
Start= NewArk, Goal= Düsseldorf, Date= 11/11/19, Time= 20:22:00, Changes= 3, Duration= 18, Cost= 491
Start= Düsseldorf, Goal= NewArk, Date= 11/11/19, Time= 22:33:00, Changes= 2, Duration= 10, Cost= 375
Start= Hong Kong, Goal= NewArk, Date= 11/11/19, Time= 05:31:00, Changes= 4, Duration= 11, Cost= 442
Start= Hong Kong, Goal= Düsseldorf, Date= 11/11/19, Time= 18:55:00, Changes= 4, Duration= 21, Cost= 221
Start= Hong Kong, Goal= NewArk, Date= 11/11/19, Time= 11:20:00, Changes= 4, Duration= 13, Cost= 368
Start= Düsseldorf, Goal= NewArk, Date= 11/11/19, Time= 05:32:00, Changes= 3, Duration= 14, Cost= 470
Start= NewArk, Goal= Hong Kong, Date= 11/11/19, Time= 06:48:00, Changes= 4, Duration= 15, Cost= 134
Start= JFK, Goal= Hong Kong, Date= 11/11/19, Time= 20:25:00, Changes= 1, Duration= 12, Cost= 579
Start= Hong Kong, Goal= Düsseldorf, Date= 11/11/19, Time= 04:11:00, Changes= 0, Duration= 7, Cost= 595
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 08:20:00, Changes= 4, Duration= 20, Cost= 227
Start= JFK, Goal= Düsseldorf, Date= 11/11/19, Time= 17:20:00, Changes= 3, Duration= 15, Cost= 410
Start= Hong Kong, Goal= NewArk, Date= 11/11/19, Time= 14:22:00, Changes= 2, Duration= 13, Cost= 400
Start= NewArk, Goal= Hong Kong, Date= 11/11/19, Time= 11:14:00, Changes= 3, Duration= 12, Cost= 338
Start= Hong Kong, Goal= Düsseldorf, Date= 11/11/19, Time= 13:07:00, Changes= 5, Duration= 14, Cost= 249
Start= Düsseldorf, Goal= JFK, Date= 11/11/19, Time= 03:29:00, Changes= 1, Duration= 10, Cost= 524
Start= NewArk, Goal= Hong Kong, Date= 11/11/19, Time= 12:17:00, Changes= 5, Duration= 18, Cost= 235
Start= Hong Kong, Goal= Düsseldorf, Date= 11/11/19, Time= 08:57:00, Changes= 4, Duration= 15, Cost= 335
Start= Düsseldorf, Goal= JFK, Date= 11/11/19, Time= 08:26:00, Changes= 3, Duration= 12, Cost= 267
Start= NewArk, Goal= Düsseldorf, Date= 11/11/19, Time= 15:52:00, Changes= 5, Duration= 18, Cost= 89
Start= JFK, Goal= Düsseldorf, Date= 11/11/19, Time= 23:14:00, Changes= 4, Duration= 11, Cost= 428
Start= JFK, Goal= Hong Kong, Date= 11/11/19, Time= 18:57:00, Changes= 3, Duration= 15, Cost= 316
Start= Hong Kong, Goal= Düsseldorf, Date= 11/11/19, Time= 11:34:00, Changes= 0, Duration= 7, Cost= 693
Start= Hong Kong, Goal= JFK, Date= 11/11/19, Time= 02:57:00, Changes= 4, Duration= 20, Cost= 370
Start= Hong Kong, Goal= NewArk, Date= 11/11/19, Time= 21:13:00, Changes= 0, Duration= 7, Cost= 574
Start= NewArk, Goal= Düsseldorf, Date= 11/11/19, Time= 03:56:00, Changes= 2, Duration= 11, Cost= 469
Start= Hong Kong, Goal= Düsseldorf, Date= 11/11/19, Time= 00:49:00, Changes= 3, Duration= 17, Cost= 520
Start= Hong Kong, Goal= Düsseldorf, Date= 11/11/19, Time= 04:51:00, Changes= 4, Duration= 17, Cost= 298
Start= Düsseldorf, Goal= NewArk, Date= 11/11/19, Time= 14:42:00, Changes= 3, Duration= 17, Cost= 336
Start= NewArk, Goal= Düsseldorf, Date= 11/11/19, Time= 03:31:00, Changes= 3, Duration= 10, Cost= 338
Start= NewArk, Goal= Hong Kong, Date= 11/11/19, Time= 00:27:00, Changes= 4, Duration= 15, Cost= 271
Start= JFK, Goal= Hong Kong, Date= 11/11/19, Time= 02:41:00, Changes= 2, Duration= 15, Cost= 522
Start= JFK, Goal= Hong Kong, Date= 11/11/19, Time= 03:51:00, Changes= 1, Duration= 12, Cost= 562
Start= Hong Kong, Goal= Düsseldorf, Date= 11/11/19, Time= 09:49:00, Changes= 2, Duration= 13, Cost= 558
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 20:06:00, Changes= 1, Duration= 9, Cost= 502
Start= Düsseldorf, Goal= JFK, Date= 11/11/19, Time= 02:26:00, Changes= 5, Duration= 13, Cost= 60
Start= NewArk, Goal= Düsseldorf, Date= 11/11/19, Time= 09:05:00, Changes= 1, Duration= 10, Cost= 480
Start= Hong Kong, Goal= JFK, Date= 11/11/19, Time= 06:14:00, Changes= 4, Duration= 21, Cost= 267
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 22:46:00, Changes= 5, Duration= 24, Cost= 297
Start= Hong Kong, Goal= NewArk, Date= 11/11/19, Time= 17:16:00, Changes= 5, Duration= 13, Cost= 214
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 01:23:00, Changes= 1, Duration= 12, Cost= 490
Start= Hong Kong, Goal= Düsseldorf, Date= 11/11/19, Time= 11:01:00, Changes= 4, Duration= 20, Cost= 428
Start= NewArk, Goal= Hong Kong, Date= 11/11/19, Time= 04:51:00, Changes= 4, Duration= 19, Cost= 412
Start= Düsseldorf, Goal= NewArk, Date= 11/11/19, Time= 11:46:00, Changes= 4, Duration= 17, Cost= 358
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 01:01:00, Changes= 2, Duration= 9, Cost= 454
Start= JFK, Goal= Düsseldorf, Date= 11/11/19, Time= 17:04:00, Changes= 3, Duration= 18, Cost= 536
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 23:52:00, Changes= 3, Duration= 18, Cost= 388
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 22:32:00, Changes= 5, Duration= 24, Cost= 95
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 05:26:00, Changes= 4, Duration= 13, Cost= 217
Start= Hong Kong, Goal= Düsseldorf, Date= 11/11/19, Time= 18:56:00, Changes= 4, Duration= 11, Cost= 334
Start= Düsseldorf, Goal= JFK, Date= 11/11/19, Time= 19:33:00, Changes= 2, Duration= 13, Cost= 455
Start= Düsseldorf, Goal= NewArk, Date= 11/11/19, Time= 03:09:00, Changes= 5, Duration= 19, Cost= 400
Start= Hong Kong, Goal= JFK, Date= 11/11/19, Time= 09:20:00, Changes= 2, Duration= 12, Cost= 473
Start= Düsseldorf, Goal= JFK, Date= 11/11/19, Time= 19:12:00, Changes= 3, Duration= 12, Cost= 461
Start= Hong Kong, Goal= Düsseldorf, Date= 11/11/19, Time= 04:58:00, Changes= 4, Duration= 20, Cost= 398
Start= NewArk, Goal= Hong Kong, Date= 11/11/19, Time= 03:17:00, Changes= 3, Duration= 13, Cost= 303
Start= JFK, Goal= Hong Kong, Date= 11/11/19, Time= 15:57:00, Changes= 5, Duration= 17, Cost= 403
Start= NewArk, Goal= Hong Kong, Date= 11/11/19, Time= 08:46:00, Changes= 5, Duration= 24, Cost= 223
Start= Düsseldorf, Goal= NewArk, Date= 11/11/19, Time= 01:32:00, Changes= 3, Duration= 12, Cost= 451
Start= NewArk, Goal= Hong Kong, Date= 11/11/19, Time= 01:04:00, Changes= 4, Duration= 15, Cost= 374
Start= Hong Kong, Goal= NewArk, Date= 11/11/19, Time= 02:48:00, Changes= 2, Duration= 11, Cost= 398
Start= JFK, Goal= Hong Kong, Date= 11/11/19, Time= 02:14:00, Changes= 0, Duration= 9, Cost= 624
Start= Hong Kong, Goal= NewArk, Date= 11/11/19, Time= 05:02:00, Changes= 2, Duration= 15, Cost= 430
Start= JFK, Goal= Düsseldorf, Date= 11/11/19, Time= 05:44:00, Changes= 1, Duration= 12, Cost= 477
Start= Düsseldorf, Goal= JFK, Date= 11/11/19, Time= 19:16:00, Changes= 5, Duration= 18, Cost= 173
Start= Hong Kong, Goal= Düsseldorf, Date= 11/11/19, Time= 11:16:00, Changes= 3, Duration= 10, Cost= 380
Start= Düsseldorf, Goal= JFK, Date= 11/11/19, Time= 12:04:00, Changes= 4, Duration= 13, Cost= 330
Start= Hong Kong, Goal= NewArk, Date= 11/11/19, Time= 17:44:00, Changes= 2, Duration= 10, Cost= 568
Start= JFK, Goal= Hong Kong, Date= 11/11/19, Time= 23:14:00, Changes= 5, Duration= 23, Cost= 152
Start= Hong Kong, Goal= JFK, Date= 11/11/19, Time= 14:50:00, Changes= 0, Duration= 9, Cost= 501
Start= Düsseldorf, Goal= NewArk, Date= 11/11/19, Time= 03:30:00, Changes= 2, Duration= 15, Cost= 394
Start= Hong Kong, Goal= NewArk, Date= 11/11/19, Time= 07:55:00, Changes= 4, Duration= 15, Cost= 294
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 05:54:00, Changes= 4, Duration= 12, Cost= 377
Start= Düsseldorf, Goal= NewArk, Date= 11/11/19, Time= 18:53:00, Changes= 3, Duration= 14, Cost= 343
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 03:15:00, Changes= 2, Duration= 11, Cost= 478
Start= JFK, Goal= Hong Kong, Date= 11/11/19, Time= 19:29:00, Changes= 2, Duration= 11, Cost= 478
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 21:52:00, Changes= 2, Duration= 13, Cost= 411
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 07:30:00, Changes= 2, Duration= 15, Cost= 512
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 17:07:00, Changes= 5, Duration= 18, Cost= 347
Start= JFK, Goal= Düsseldorf, Date= 11/11/19, Time= 06:59:00, Changes= 5, Duration= 12, Cost= 324
Start= Düsseldorf, Goal= JFK, Date= 11/11/19, Time= 15:02:00, Changes= 1, Duration= 10, Cost= 576
Start= Düsseldorf, Goal= JFK, Date= 11/11/19, Time= 16:32:00, Changes= 0, Duration= 7, Cost= 627
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 13:22:00, Changes= 3, Duration= 17, Cost= 535
Start= Hong Kong, Goal= Düsseldorf, Date= 11/11/19, Time= 18:53:00, Changes= 4, Duration= 15, Cost= 354
Start= Hong Kong, Goal= NewArk, Date= 11/11/19, Time= 13:27:00, Changes= 4, Duration= 16, Cost= 297
Start= Düsseldorf, Goal= JFK, Date= 11/11/19, Time= 02:53:00, Changes= 5, Duration= 13, Cost= 111
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 09:08:00, Changes= 3, Duration= 15, Cost= 395
Start= Hong Kong, Goal= Düsseldorf, Date= 11/11/19, Time= 07:28:00, Changes= 5, Duration= 14, Cost= 437
Start= Hong Kong, Goal= NewArk, Date= 11/11/19, Time= 02:38:00, Changes= 0, Duration= 9, Cost= 623
Start= NewArk, Goal= Düsseldorf, Date= 11/11/19, Time= 03:29:00, Changes= 5, Duration= 13, Cost= 271
Start= Hong Kong, Goal= Düsseldorf, Date= 11/11/19, Time= 15:52:00, Changes= 0, Duration= 7, Cost= 683
Start= Hong Kong, Goal= Düsseldorf, Date= 11/11/19, Time= 06:13:00, Changes= 2, Duration= 13, Cost= 512
Start= NewArk, Goal= Hong Kong, Date= 11/11/19, Time= 11:42:00, Changes= 0, Duration= 9, Cost= 517
Start= JFK, Goal= Düsseldorf, Date= 11/11/19, Time= 08:58:00, Changes= 3, Duration= 12, Cost= 403
Start= JFK, Goal= Hong Kong, Date= 11/11/19, Time= 02:29:00, Changes= 3, Duration= 11, Cost= 352
Start= Hong Kong, Goal= JFK, Date= 11/11/19, Time= 22:09:00, Changes= 5, Duration= 19, Cost= 333
Start= JFK, Goal= Hong Kong, Date= 11/11/19, Time= 07:10:00, Changes= 0, Duration= 9, Cost= 563
Start= JFK, Goal= Düsseldorf, Date= 11/11/19, Time= 14:14:00, Changes= 2, Duration= 10, Cost= 392
Start= JFK, Goal= Hong Kong, Date= 11/11/19, Time= 18:04:00, Changes= 3, Duration= 11, Cost= 356
Start= NewArk, Goal= Hong Kong, Date= 11/11/19, Time= 03:04:00, Changes= 3, Duration= 18, Cost= 405
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 00:22:00, Changes= 5, Duration= 23, Cost= 262
Start= JFK, Goal= Hong Kong, Date= 11/11/19, Time= 01:37:00, Changes= 3, Duration= 13, Cost= 406
Start= NewArk, Goal= Hong Kong, Date= 11/11/19, Time= 13:03:00, Changes= 2, Duration= 13, Cost= 574
Start= Hong Kong, Goal= JFK, Date= 11/11/19, Time= 23:36:00, Changes= 5, Duration= 14, Cost= 142
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 09:32:00, Changes= 5, Duration= 12, Cost= 321
Start= JFK, Goal= Düsseldorf, Date= 11/11/19, Time= 15:49:00, Changes= 4, Duration= 19, Cost= 431
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 22:33:00, Changes= 0, Duration= 8, Cost= 576
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 17:12:00, Changes= 4, Duration= 15, Cost= 339
Start= Hong Kong, Goal= Düsseldorf, Date= 11/11/19, Time= 16:30:00, Changes= 5, Duration= 22, Cost= 207
Start= Hong Kong, Goal= JFK, Date= 11/11/19, Time= 05:59:00, Changes= 0, Duration= 9, Cost= 650
Start= NewArk, Goal= Hong Kong, Date= 11/11/19, Time= 02:56:00, Changes= 5, Duration= 17, Cost= 171
Start= NewArk, Goal= Hong Kong, Date= 11/11/19, Time= 17:44:00, Changes= 2, Duration= 13, Cost= 503
Start= Hong Kong, Goal= NewArk, Date= 11/11/19, Time= 20:02:00, Changes= 3, Duration= 10, Cost= 289
Start= NewArk, Goal= Hong Kong, Date= 11/11/19, Time= 23:54:00, Changes= 3, Duration= 10, Cost= 376
Start= Düsseldorf, Goal= JFK, Date= 11/11/19, Time= 00:34:00, Changes= 4, Duration= 17, Cost= 355
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 18:44:00, Changes= 4, Duration= 19, Cost= 444
Start= Düsseldorf, Goal= JFK, Date= 11/11/19, Time= 13:47:00, Changes= 5, Duration= 24, Cost= 245
Start= JFK, Goal= Hong Kong, Date= 11/11/19, Time= 20:10:00, Changes= 0, Duration= 9, Cost= 601
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 10:54:00, Changes= 1, Duration= 11, Cost= 614
Start= Düsseldorf, Goal= NewArk, Date= 11/11/19, Time= 16:40:00, Changes= 3, Duration= 16, Cost= 370
Start= JFK, Goal= Düsseldorf, Date= 11/11/19, Time= 05:18:00, Changes= 4, Duration= 21, Cost= 156
Start= NewArk, Goal= Düsseldorf, Date= 11/11/19, Time= 07:46:00, Changes= 2, Duration= 11, Cost= 554
Start= JFK, Goal= Düsseldorf, Date= 11/11/19, Time= 15:45:00, Changes= 3, Duration= 12, Cost= 451
Start= Düsseldorf, Goal= NewArk, Date= 11/11/19, Time= 05:47:00, Changes= 1, Duration= 8, Cost= 608
Start= Hong Kong, Goal= JFK, Date= 11/11/19, Time= 05:22:00, Changes= 4, Duration= 21, Cost= 269
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 20:44:00, Changes= 1, Duration= 10, Cost= 508
Start= NewArk, Goal= Düsseldorf, Date= 11/11/19, Time= 02:50:00, Changes= 0, Duration= 7, Cost= 562
Start= JFK, Goal= Hong Kong, Date= 11/11/19, Time= 07:37:00, Changes= 5, Duration= 14, Cost= 397
Start= Düsseldorf, Goal= NewArk, Date= 11/11/19, Time= 10:55:00, Changes= 0, Duration= 8, Cost= 535
Start= JFK, Goal= Düsseldorf, Date= 11/11/19, Time= 03:19:00, Changes= 5, Duration= 23, Cost= 189
Start= Hong Kong, Goal= Düsseldorf, Date= 11/11/19, Time= 22:39:00, Changes= 2, Duration= 13, Cost= 494
Start= NewArk, Goal= Düsseldorf, Date= 11/11/19, Time= 04:08:00, Changes= 5, Duration= 18, Cost= 348
Start= Hong Kong, Goal= JFK, Date= 11/11/19, Time= 00:21:00, Changes= 2, Duration= 13, Cost= 536
Start= Hong Kong, Goal= Düsseldorf, Date= 11/11/19, Time= 18:15:00, Changes= 4, Duration= 15, Cost= 259
Start= Hong Kong, Goal= NewArk, Date= 11/11/19, Time= 23:28:00, Changes= 4, Duration= 17, Cost= 236
Start= JFK, Goal= Düsseldorf, Date= 11/11/19, Time= 05:21:00, Changes= 4, Duration= 19, Cost= 194
Start= JFK, Goal= Hong Kong, Date= 11/11/19, Time= 15:58:00, Changes= 5, Duration= 13, Cost= 392
Start= JFK, Goal= Hong Kong, Date= 11/11/19, Time= 10:20:00, Changes= 3, Duration= 16, Cost= 435
Start= Hong Kong, Goal= NewArk, Date= 11/11/19, Time= 04:51:00, Changes= 3, Duration= 13, Cost= 272
Start= Düsseldorf, Goal= NewArk, Date= 11/11/19, Time= 20:15:00, Changes= 2, Duration= 12, Cost= 546
Start= Düsseldorf, Goal= JFK, Date= 11/11/19, Time= 12:52:00, Changes= 2, Duration= 11, Cost= 478
Start= Hong Kong, Goal= NewArk, Date= 11/11/19, Time= 03:41:00, Changes= 2, Duration= 10, Cost= 413
Start= Düsseldorf, Goal= Hong Kong, Date= 11/11/19, Time= 07:50:00, Changes= 3, Duration= 18, Cost= 405
Start= Düsseldorf, Goal= NewArk, Date= 11/11/19, Time= 09:56:00, Changes= 3, Duration= 18, Cost= 463
Start= NewArk, Goal= Düsseldorf, Date= 11/11/19, Time= 20:12:00, Changes= 1, Duration= 8, Cost= 478
Start= Düsseldorf, Goal= JFK, Date= 11/11/19, Time= 07:33:00, Changes= 0, Duration= 7, Cost= 603
Start= Düsseldorf, Goal= JFK, Date= 11/11/19, Time= 03:32:00, Changes= 5, Duration= 23, Cost= 176
Start= Hong Kong, Goal= Düsseldorf, Date= 11/11/19, Time= 19:42:00, Changes= 4, Duration= 15, Cost= 369
Start= JFK, Goal= Düsseldorf, Date= 11/11/19, Time= 22:47:00, Changes= 0, Duration= 8, Cost= 574
Start= NewArk, Goal= Düsseldorf, Date= 11/11/19, Time= 04:18:00, Changes= 0, Duration= 8, Cost= 640
Start= NewArk, Goal= Hong Kong, Date= 11/11/19, Time= 13:27:00, Changes= 1, Duration= 9, Cost= 465
Start= Düsseldorf, Goal= Hong Kong, Date= 11/12/19, Time= 08:50:00, Changes= 5, Duration= 13, Cost= 233
Start= Düsseldorf, Goal= Hong Kong, Date= 11/12/19, Time= 22:25:00, Changes= 2, Duration= 15, Cost= 508
Start= Hong Kong, Goal= Düsseldorf, Date= 11/12/19, Time= 20:02:00, Changes= 4, Duration= 12, Cost= 273
Start= Düsseldorf, Goal= NewArk, Date= 11/12/19, Time= 03:33:00, Changes= 5, Duration= 17, Cost= 196
Start= NewArk, Goal= Hong Kong, Date= 11/12/19, Time= 22:17:00, Changes= 3, Duration= 14, Cost= 451
Start= JFK, Goal= Düsseldorf, Date= 11/12/19, Time= 18:07:00, Changes= 4, Duration= 20, Cost= 423
Start= NewArk, Goal= Hong Kong, Date= 11/12/19, Time= 21:43:00, Changes= 4, Duration= 20, Cost= 161
Start= Hong Kong, Goal= NewArk, Date= 11/12/19, Time= 21:52:00, Changes= 3, Duration= 11, Cost= 430
Start= Hong Kong, Goal= JFK, Date= 11/12/19, Time= 20:28:00, Changes= 2, Duration= 10, Cost= 528
Start= Hong Kong, Goal= Düsseldorf, Date= 11/12/19, Time= 13:02:00, Changes= 0, Duration= 7, Cost= 640
Start= Düsseldorf, Goal= Hong Kong, Date= 11/12/19, Time= 04:03:00, Changes= 2, Duration= 13, Cost= 557
Start= Hong Kong, Goal= NewArk, Date= 11/12/19, Time= 06:45:00, Changes= 2, Duration= 10, Cost= 482
Start= Düsseldorf, Goal= Hong Kong, Date= 11/12/19, Time= 13:27:00, Changes= 4, Duration= 12, Cost= 241
Start= Hong Kong, Goal= Düsseldorf, Date= 11/12/19, Time= 21:33:00, Changes= 5, Duration= 19, Cost= 318
Start= NewArk, Goal= Düsseldorf, Date= 11/12/19, Time= 20:15:00, Changes= 1, Duration= 10, Cost= 577
Start= Hong Kong, Goal= Düsseldorf, Date= 11/12/19, Time= 07:27:00, Changes= 1, Duration= 11, Cost= 459
Start= NewArk, Goal= Hong Kong, Date= 11/12/19, Time= 22:17:00, Changes= 2, Duration= 14, Cost= 414
Start= Düsseldorf, Goal= Hong Kong, Date= 11/12/19, Time= 18:13:00, Changes= 2, Duration= 11, Cost= 422
